id,label,cluster_id
1365,1,1_dense
1366,1,1_sparse
1367,1,1_dense
1368,0,0_sparse
1369,1,1_dense
1370,0,0_sparse
1371,1,1_dense
1372,1,1_dense
1373,0,0_sparse
1374,1,1_dense
1375,1,1_sparse
1376,0,0_dense
1377,1,1_dense
1378,1,1_sparse
1379,0,0_dense
1380,1,1_dense
1381,0,0_dense
1382,0,0_sparse
1383,1,1_sparse
1384,0,0_dense
1385,1,1_dense
1386,0,0_dense
1387,0,0_sparse
1388,1,1_sparse
1389,0,0_dense
1390,0,0_dense
1391,0,0_dense
1392,1,1_sparse
1393,1,1_dense
1394,1,1_sparse
1395,1,1_dense
1396,0,0_sparse
1397,0,0_sparse
1398,1,1_dense
1399,0,0_sparse
1400,0,0_dense
1401,0,0_sparse
1402,0,0_dense
1403,0,0_sparse
1404,0,0_sparse
1405,1,1_dense
1406,0,0_dense
1407,1,1_dense
1408,1,1_dense
1409,0,0_dense
1410,0,0_sparse
1411,0,0_dense
1412,1,1_sparse
1413,1,1_sparse
1414,1,1_sparse
1415,0,0_dense
1416,0,0_sparse
1417,0,0_dense
1418,0,0_sparse
1419,0,0_sparse
1420,0,0_dense
1421,1,1_sparse
1422,1,1_dense
1423,0,0_dense
1424,1,1_sparse
1425,0,0_dense
1426,0,0_sparse
1427,1,1_dense
